World rank,Company,Country,Region,Industry,R&D 2017/18 (€mn),R&D one-year growth (%),Net sales (€mn),Net sales one-year growth (%),R&D intensity (%),Capex (€mn),Capex one-year growth (%),Capex intensity (%),Op.profits (€mn),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€mn),Market cap one-year growth (%)
75,ABBOTT,US,US,Pharmaceuticals & Biotechnology,1799.4,52.3,22838.3,31.3,7.9,946.4,1.2,4.1,1695.2,-36.8,7.4,99000,32.0,73797.5,43.3
76,ZTE,China,China,Technology Hardware & Equipment,1798.0,3.0,13934.0,7.5,12.9,299.7,12.8,2.2,977.6,-1401.1,7.0,74773,-8.2,10477.9,64.4
77,DOWDUPONT,US,US,Chemicals,1760.2,33.3,52100.4,29.7,3.4,3132.7,-1.2,6.0,4912.9,-14.4,9.4,98000,,,
78,DAIICHI SANKYO,Japan,Japan,Pharmaceuticals & Biotechnology,1743.3,10.1,7091.5,0.5,24.6,172.8,-5.5,2.4,563.4,-14.2,7.9,14446,-1.5,13609.4,9.5
79,PHILIPS,Netherlands,EU,General Industrials,1740.0,-13.3,24903.0,-5.0,7.0,420.0,16.7,1.7,2556.0,11.2,10.3,73951,-35.5,29902.1,21.1
80,ALLERGAN,Ireland,EU,Pharmaceuticals & Biotechnology,1716.8,-27.0,13291.7,9.4,12.9,291.8,5.6,2.2,-4896.7,217.5,-36.8,17800,6.6,63967.8,-17.4
81,BAIDU,China,China,Software & Computer Services,1658.3,27.2,10859.9,20.2,15.3,618.4,14.6,5.7,2009.3,56.1,18.5,39343,-14.3,52049.5,5.3
82,ASTELLAS PHARMA,Japan,Japan,Pharmaceuticals & Biotechnology,1630.6,6.1,9603.4,-0.9,17.0,185.2,-13.6,1.9,1689.2,-11.5,17.6,16617,-3.4,21138.8,-15.9
83,MEDIATEK,Taiwan,RoW,Technology Hardware & Equipment,1597.1,2.7,6654.7,-13.5,24.0,113.2,-39.2,1.7,283.9,-57.0,4.3,,,11953.6,9.1
84,PROCTER & GAMBLE,US,US,Household Goods & Home Construction,1590.9,1.8,55725.9,2.7,2.9,3099.3,9.8,5.6,12324.7,0.7,22.1,92000,-3.2,196042.8,0.9
85,CATERPILLAR,US,US,Industrial Engineering,1588.4,-2.4,37907.1,18.0,4.2,1947.8,-20.2,5.1,4971.2,247.6,13.1,98400,3.1,57895.0,45.0
86,CHINA STATE CONSTRUCTION ENGINEERING,China,China,Construction & Materials,1585.9,16.9,132857.8,10.6,1.2,2230.4,32.6,1.7,9053.5,25.0,6.8,270467,5.7,38032.7,55.0
87,NTT,Japan,Japan,Fixed Line Telecommunications,1580.1,1.1,87145.5,3.6,1.8,9665.6,0.5,11.1,12269.8,6.5,14.1,282533,2.8,84660.3,20.3
88,PETROCHINA,China,China,Oil & Gas Producers,1578.0,9.8,258137.7,24.7,0.6,29354.4,26.6,11.4,9304.3,6.0,3.6,494297,-2.8,11257.2,-3.5
89,MITSUBISHI ELECTRIC,Japan,Japan,Electronic & Electrical Equipment,1553.2,13.7,32726.5,4.5,4.7,1379.5,11.7,4.2,2353.3,18.0,7.2,142340,2.6,25801.1,20.5
90,TEVA PHARMACEUTICAL,Israel,RoW,Pharmaceuticals & Biotechnology,1540.9,9.5,18665.1,2.2,8.3,728.8,-3.0,3.9,-14578.5,-911.7,-78.1,51792,-9.1,14180.8,-69.7
91,HONEYWELL,US,US,General Industrials,1530.1,-14.4,33798.1,3.1,4.5,859.7,-5.8,2.5,5702.5,4.0,16.9,131000,0.0,87687.8,18.2
92,MICRON TECHNOLOGY,US,US,Technology Hardware & Equipment,1520.9,12.8,16944.9,63.9,9.0,3947.3,-18.6,23.3,4907.9,2404.7,29.0,34100,8.6,29697.9,108.0
93,LEONARDO,Italy,EU,Aerospace & Defence,1515.0,12.4,11527.0,-4.0,13.1,229.0,44.0,2.0,562.0,-9.8,4.9,45134,-1.1,8215.5,38.9
94,NVIDIA,US,US,Technology Hardware & Equipment,1498.4,22.8,8099.7,40.6,18.5,494.5,236.9,6.1,2676.6,65.7,33.0,11528,11.9,84769.5,209.8
95,APPLIED MATERIALS,US,US,Technology Hardware & Equipment,1478.4,15.3,12121.2,34.3,12.2,287.7,36.4,2.4,3259.4,87.2,26.9,18400,17.9,40123.3,49.2
96,BANCO SANTANDER,Spain,EU,Banks,1470.0,-14.8,50321.0,8.9,2.9,7450.0,13.4,14.8,12091.0,12.3,24.0,195732,2.1,87565.5,50.9
97,VALEO,France,EU,Automobiles & Parts,1440.0,26.3,18550.0,12.3,7.8,1158.0,41.7,6.2,1424.0,4.6,7.7,111600,21.6,13463.7,21.7
98,SHIRE,UK,EU,Pharmaceuticals & Biotechnology,1430.9,22.1,12641.2,33.0,11.3,666.1,23.1,5.3,2046.9,159.4,16.2,23044,-3.6,39227.8,-18.9
99,CHINA RAILWAY,China,China,Construction & Materials,1421.8,6.6,88198.4,8.8,1.6,1677.5,19.9,1.9,3945.1,52.9,4.5,283637,0.0,2810.5,8.9
100,DEUTSCHE BANK,Germany,EU,Banks,1360.0,-9.3,26448.0,-11.2,5.1,485.0,-33.1,1.8,1228.0,-251.6,4.6,97535,-2.2,27918.0,53.4
101,AISIN SEIKI,Japan,Japan,Automobiles & Parts,1350.8,9.1,28869.4,9.7,4.7,1885.1,-3.1,6.5,1824.9,25.1,6.3,114478,3.7,11812.6,13.2
102,CRRC CHINA,China,China,Industrial Engineering,1343.5,8.3,26512.3,-7.6,5.1,1009.4,-21.4,3.8,1984.4,-11.8,7.5,176754,-3.4,29170.4,6.8
103,MONSANTO,US,US,Chemicals,1339.9,6.3,12207.1,8.4,11.0,1033.9,34.3,8.5,2802.5,25.8,23.0,20500,-1.4,42932.3,10.5
104,SAIC MOTOR,China,China,Automobiles & Parts,1333.7,10.7,106389.7,15.1,1.3,3254.1,47.2,3.1,3236.0,37.6,3.0,180749,5.5,41974.0,34.6
105,CHINA RAILWAY CONSTRUCTION,China,China,Construction & Materials,1331.4,10.1,86183.2,8.8,1.5,3871.1,1.4,4.5,3508.7,27.4,4.1,261333,0.7,2273.2,8.1
