World rank,Company,Country,Industry,R&D 2016/17 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees (th),Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
531,BANK OF IRELAND,Ireland,Banks,206.0,22.6,3175.0,-4.7,6.5,61.0,165.2,1.9,1032.0,-16.2,32.5,11.2,0.6,6537.4,-43.1
532,SPOTIFY,Luxembourg,Software & Computer Services,205.7,39.0,1945.3,79.8,10.6,,,,-184.5,11.8,-9.5,1.6,18.9,,
533,SINA,China,Technology Hardware & Equipment,205.1,3.1,978.0,17.1,21.0,35.8,-17.1,3.7,69.5,499.5,7.1,7.3,-4.4,5068.6,129.7
534,MATTEL,US,Leisure Goods,204.3,-1.2,5176.6,-4.3,3.9,248.7,3.2,4.8,492.6,-4.0,9.5,32.0,3.2,10705.5,42.2
535,TOFAS,Turkey,Automobiles & Parts,204.2,31.1,3933.6,47.2,5.2,217.7,18.2,5.5,227.0,-4.6,5.8,9.6,36.1,2930.3,20.6
536,RELIANCE INDUSTRIES,India,Chemicals,202.1,15.0,46093.1,19.4,0.4,4225.1,-39.1,9.2,6141.1,35.0,13.3,24.2,0.2,47901.1,23.7
537,AVICHINA INDUSTRY & TECHNOLOGY,China,Industrial Transportation,202.0,15.2,4999.8,6.4,4.0,148.1,-39.5,3.0,363.7,5.2,7.3,51.1,6.6,1643.3,23.7
538,CHINA GREATWALL,China,Technology Hardware & Equipment,200.6,0.4,9318.0,-5.5,2.2,129.5,-16.2,1.4,143.0,24.3,1.5,36.3,-6.3,2177.1,
539,SQUARE ENIX,UK,Software & Computer Services,199.4,81.6,190.2,190.5,104.8,0.2,-90.4,0.1,-50.7,123.6,-26.7,0.2,1.9,,
540,CHINA NATIONAL CHEMICAL ENGINEERING,China,Construction & Materials,198.8,-11.0,7151.3,-15.8,2.8,88.6,-56.0,1.2,319.9,-33.6,4.5,43.9,-3.6,3845.0,-18.4
541,YAMAHA,Japan,Leisure Goods,198.3,-1.5,3315.9,-6.3,6.0,107.8,16.1,3.3,354.7,9.8,10.7,20.2,-0.9,5375.2,20.8
542,VESTAS WIND SYSTEMS,Denmark,Alternative Energy,198.0,26.9,10237.0,21.5,1.9,287.0,28.7,2.8,1421.0,56.7,13.9,21.8,6.4,16494.4,53.9
543,INGERSOLL-RAND,Ireland,Industrial Engineering,197.2,1.0,12815.6,1.6,1.5,173.3,-26.8,1.4,1492.4,7.9,11.6,45.0,0.0,16641.0,19.6
544,SUMITOMO RUBBER INDUSTRIES,Japan,Automobiles & Parts,197.0,3.8,6146.1,-10.8,3.2,391.7,-16.1,6.4,608.5,-2.3,9.9,33.8,1.8,3277.4,-10.7
545,SHENZHEN O FILM TECH,China,Electronic & Electrical Equipment,196.4,52.0,3605.0,44.8,5.4,377.3,136.8,10.5,147.4,17.2,4.1,27.2,-4.1,5094.0,154.0
546,POU CHEN,Taiwan,Personal Goods,196.3,11.2,8074.7,2.2,2.4,398.6,1.7,4.9,604.0,-5.4,7.5,359.0,-13.6,3981.7,-12.5
547,ZHENGZHOU YUTONG BUS,China,Automobiles & Parts,195.9,19.2,4624.1,15.0,4.2,60.7,-65.8,1.3,690.8,29.6,14.9,17.8,12.6,5620.2,15.4
548,BIO-RAD LABORATORIES,US,Health Care Equipment & Services,195.3,6.7,1962.0,2.4,10.0,134.3,24.9,6.8,61.8,-60.8,3.1,8.3,6.2,3430.6,7.9
549,ESSILOR INTERNATIONAL,France,Health Care Equipment & Services,195.0,-9.1,7115.0,5.9,2.7,294.0,-10.1,4.1,1339.0,13.1,18.8,63.7,4.6,24830.3,8.0
550,SUNTORY,Japan,Beverages,194.5,6.2,21535.9,-1.3,0.9,,,,1608.1,7.0,7.5,38.0,-9.7,,
551,CNOOC,China,Oil & Gas Producers,194.4,-12.6,19996.5,-14.6,1.0,7009.1,-24.1,35.1,1342.8,-53.0,6.7,19.7,-4.2,52057.3,-0.8
552,ZHEJIANG DAHUA TECHNOLOGY,China,Leisure Goods,194.3,49.7,1761.0,32.7,11.0,77.0,53.4,4.4,200.8,13.6,11.4,8.7,29.1,3531.3,9.2
553,STANLEY BLACK & DECKER,US,Household Goods & Home Construction,193.9,8.7,10821.5,2.1,1.8,329.2,11.4,3.0,1372.2,6.1,12.7,54.0,5.4,17659.8,19.7
554,ACCIONA,Spain,Construction & Materials,193.9,7.5,5977.4,-8.7,3.2,790.2,283.4,13.2,988.2,45.3,16.5,32.8,2.1,3657.7,-3.8
555,PIONEER,Japan,Electronic & Electrical Equipment,193.8,-3.8,3140.7,-14.0,6.2,286.0,15.7,9.1,32.7,-43.8,1.0,16.8,-1.7,686.3,3.2
556,SINO BIOPHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,193.4,20.1,1936.2,8.8,10.0,102.1,-33.5,5.3,410.5,12.4,21.2,18.2,19.0,4516.2,-18.8
557,NEKTAR THERAPEUTICS,US,Pharmaceuticals & Biotechnology,193.3,11.5,156.9,-28.3,123.2,6.1,-42.9,3.9,-107.1,284.2,-68.2,0.5,7.6,2315.4,66.9
558,TEBIAN ELECTRIC APPARATUS STOCK,China,Electronic & Electrical Equipment,193.1,17.6,5323.7,7.6,3.6,655.1,72.5,12.3,423.2,11.5,8.0,16.3,-2.7,3904.4,-21.7
559,ACORDA THERAPEUTICS,US,Pharmaceuticals & Biotechnology,193.0,36.3,492.9,5.5,39.2,6.7,0.3,1.4,-34.1,-205.9,-6.9,0.6,11.6,1054.0,-18.9
560,HESTEEL,China,Industrial Metals & Mining,192.9,14.0,9671.4,1.3,2.0,1445.1,-17.0,14.9,743.2,9.3,7.7,40.5,-3.1,4855.0,-24.5
561,ALTRIA,US,Tobacco,192.6,9.1,24422.7,1.2,0.8,179.3,-17.5,0.7,8312.3,4.3,34.0,8.3,-5.7,122502.8,22.9
562,VIASAT,US,Technology Hardware & Equipment,192.3,32.9,1479.3,10.0,13.0,555.6,30.0,37.6,34.6,-11.3,2.3,4.3,13.2,3508.7,31.0
563,ENGIE,France,"Gas, Water & Multiutilities",191.0,0.5,66639.0,-4.6,0.3,6230.0,-3.5,9.3,2954.0,-214.2,4.4,241.5,-0.2,34800.2,-10.6
564,TECHNICOLOR,France,Media,191.0,42.5,4890.0,33.9,3.9,68.0,33.3,1.4,262.0,-0.8,5.4,17.0,1.8,2400.7,7.7
565,MICRO FOCUS INTERNATIONAL,UK,Software & Computer Services,190.7,2.5,1309.8,10.9,14.6,11.1,14.1,0.8,276.2,-1.2,21.1,4.8,12.6,5344.2,61.4
566,COMMSCOPE,US,Mobile Telecommunications,190.4,47.6,4670.9,29.3,4.1,64.8,20.9,1.4,645.0,222.1,13.8,25.0,8.7,5404.0,-7.3
567,SHUTTERFLY,US,Software & Computer Services,189.7,12.7,1076.0,7.1,17.6,85.1,17.0,7.9,46.6,168.9,4.3,2.1,3.4,1618.8,21.2
568,SILICON LABORATORIES,US,Technology Hardware & Equipment,189.5,10.1,661.8,8.2,28.6,10.4,-3.0,1.6,62.9,105.6,9.5,1.3,4.4,2261.2,27.6
569,MAHINDRA & MAHINDRA,India,Automobiles & Parts,188.8,-28.3,10330.7,7.3,1.8,322.4,-46.7,3.1,332.2,-7.3,3.2,20.4,1.2,12468.5,17.6
570,BLUEBIRD BIO,US,Pharmaceuticals & Biotechnology,188.4,65.6,5.8,-56.3,3227.0,26.6,297.3,455.4,-254.1,58.4,-4351.4,0.3,29.1,1739.8,-62.0
571,BEIERSDORF,Germany,Personal Goods,188.0,2.7,6752.0,1.0,2.8,162.0,-34.9,2.4,965.0,9.2,14.3,17.9,1.6,20714.7,11.2
572,SYMRISE,Germany,Chemicals,187.6,9.5,2903.2,11.6,6.5,152.9,29.4,5.3,404.6,3.3,13.9,8.9,7.7,8562.7,22.8
573,TPV TECHNOLOGY,China,Technology Hardware & Equipment,185.8,-6.4,9304.9,-11.3,2.0,93.7,-34.1,1.0,135.5,61.2,1.5,30.1,-1.2,442.0,29.4
574,CLARIANT,Switzerland,Chemicals,185.5,-2.5,5449.9,0.7,3.4,276.8,-20.6,5.1,477.2,3.2,8.8,17.4,1.3,5299.9,-1.8
575,BOLLORE,France,Industrial Transportation,185.4,7.4,10075.6,-6.9,1.8,493.0,-16.3,4.9,638.1,-11.4,6.3,58.0,0.0,9410.7,-32.5
576,ROPER TECHNOLOGIES,US,Electronic & Electrical Equipment,185.4,19.0,3595.4,5.8,5.2,38.0,10.6,1.1,1000.4,2.6,27.8,14.2,31.0,17069.5,10.3
577,SANTEN PHARMACEUTICAL,Japan,Pharmaceuticals & Biotechnology,185.1,14.0,1617.1,1.9,11.4,,,,265.9,-11.2,16.4,3.7,5.9,4380.8,-31.2
578,INGENICO,France,Electronic & Electrical Equipment,184.7,9.0,2311.9,5.2,8.0,76.6,22.7,3.3,356.5,-6.4,15.4,6.9,15.3,5936.6,-11.8
579,PERFECT WORLD,China,Software & Computer Services,184.5,18.5,524.6,25.9,35.2,13.8,-63.7,2.6,46.5,0.9,8.9,5.4,11.9,,
580,IAC/INTERACTIVECORP,US,Software & Computer Services,183.8,4.3,2978.7,-2.8,6.2,74.0,25.8,2.5,-42.4,-125.9,-1.4,5.8,16.0,4109.7,-19.5
581,JOHN LEWIS,UK,General Retailers,183.5,7.4,11701.2,2.8,1.6,310.0,-23.5,2.6,554.2,71.3,4.7,86.7,-5.2,,
582,WACKER CHEMIE,Germany,Chemicals,183.4,4.6,5404.2,2.0,3.4,514.4,-37.3,9.5,378.6,-29.8,7.0,17.2,1.4,4397.0,10.1
583,ICAHN ENTERPRISES,US,General Industrials,182.1,1.6,15269.9,7.2,1.2,783.6,-39.2,5.1,-1447.7,42.4,-9.5,74.2,0.6,6823.5,-22.5
584,NISSHINBO,Japan,Personal Goods,180.5,2.1,4282.6,-1.3,4.2,237.3,18.2,5.5,6.5,-93.4,0.2,23.3,0.9,1527.8,-27.9
585,DEUTSCHE BAHN,Germany,Travel & Leisure,180.0,143.2,40557.0,0.4,0.4,9115.0,-4.3,22.5,1372.0,-701.8,3.4,306.4,3.1,,
586,KWS SAAT,Germany,Food Producers,179.7,4.9,1036.8,5.1,17.3,67.7,-17.5,6.5,107.8,-5.8,10.4,4.8,3.2,1891.9,-0.8
587,ECOLAB,US,Chemicals,179.3,-1.0,12477.8,-2.9,1.4,718.0,-7.2,5.8,1920.2,-0.4,15.4,47.6,1.2,34039.3,11.4
588,LITE-ON TECHNOLOGY,Taiwan,Technology Hardware & Equipment,179.3,2.0,6743.4,5.8,2.7,110.6,-26.9,1.6,406.2,29.1,6.0,,,3314.6,60.6
589,JVC KENWOOD,Japan,Leisure Goods,179.3,6.6,2430.8,2.4,7.4,79.6,30.1,3.3,-4.3,-139.2,-0.2,18.1,0.9,274.3,-8.6
590,SAREPTA THERAPEUTICS,US,Pharmaceuticals & Biotechnology,178.6,29.7,5.1,332.6,3473.0,6.5,42.1,126.7,-253.0,21.1,-4920.3,0.2,-27.0,1184.7,-15.7
591,CHINA GEZHOUBA,China,Construction & Materials,178.2,67.9,13442.8,23.5,1.3,410.0,-19.0,3.0,883.6,25.9,6.6,41.0,2.9,4700.3,8.4
592,SKYWORTH DIGITAL,China,Electronic & Electrical Equipment,177.3,18.6,5241.9,0.4,3.4,182.9,0.8,3.5,209.6,-43.1,4.0,38.0,0.0,2072.5,32.4
593,SK TELECOM,South Korea,Fixed Line Telecommunications,177.0,28.6,13426.0,-0.3,1.3,2455.4,19.9,18.3,1206.4,-10.1,9.0,,,13858.9,-10.5
594,GLENMARK PHARMACEUTICALS,India,Pharmaceuticals & Biotechnology,176.2,54.4,1028.7,11.7,17.1,124.3,93.3,12.1,168.6,23.5,16.4,10.0,5.3,3318.2,-26.8
595,POLARIS INDUSTRIES,US,Industrial Engineering,175.6,11.2,4284.8,-4.3,4.1,198.4,-16.2,4.6,257.9,-58.0,6.0,8.6,6.2,5267.8,-35.4
596,SEI INVESTMENTS,US,Financial Services,175.2,39.6,1329.6,5.0,13.2,77.6,10.7,5.8,356.4,4.9,26.8,3.2,8.6,7055.4,-11.4
597,PERRIGO,Ireland,Pharmaceuticals & Biotechnology,174.6,108.6,5009.6,90.7,3.5,100.7,36.5,2.0,-1878.4,-1684.0,-37.5,12.8,-3.8,12368.0,-51.3
598,TREVENA,US,Pharmaceuticals & Biotechnology,174.3,385.7,3.6,-40.0, ,0.6,60.8,16.1,-97.0,102.1, ,0.1,35.8,335.6,36.9
599,SNAP,US,Software & Computer Services,174.2,123.4,383.7,589.5,45.4,63.6,136.8,16.6,-493.7,36.3,-128.7,1.9,209.8,,
600,AJINOMOTO,Japan,Food Producers,174.1,-34.2,8862.9,-5.1,2.0,455.3,9.0,5.1,738.2,1.1,8.3,32.7,0.0,10186.1,-21.0
601,ENDO INTERNATIONAL,Ireland,Pharmaceuticals & Biotechnology,174.0,79.4,3804.5,22.7,4.6,131.7,69.8,3.5,-774.5,368.7,-20.4,4.9,-23.6,4374.6,-71.2
602,RECKITT BENCKISER,UK,Household Goods & Home Construction,173.9,6.4,11543.4,11.5,1.5,208.9,16.2,1.8,2812.6,7.5,24.4,34.7,0.0,60301.5,26.2
603,ANSYS,US,Software & Computer Services,173.7,8.4,937.7,4.8,18.5,11.8,-22.9,1.3,356.9,6.4,38.1,2.8,0.0,7867.9,3.8
604,FORTINET,US,Software & Computer Services,173.7,15.8,1210.0,26.4,14.4,63.7,79.8,5.3,44.5,108.8,3.7,4.7,16.1,5920.6,-13.5
605,TAISHO PHARMACEUTICAL,Japan,Pharmaceuticals & Biotechnology,172.7,-2.3,2272.4,-3.6,7.6,59.5,5.8,2.6,259.6,14.0,11.4,6.5,-0.9,6940.6,20.6
606,KELLOGG,US,Food Producers,172.7,-5.7,12346.1,-3.8,1.4,481.0,-8.3,3.9,1889.8,0.1,15.3,37.4,11.3,27316.9,22.9
607,DONGFANG ELECTRIC,China,Industrial Engineering,172.3,1.8,4467.9,-7.6,3.9,37.4,-28.9,0.8,-189.9,-199.9,-4.3,18.8,-7.6,252.1,-29.6
608,NOVATEK MICROELECTRONICS,Taiwan,Electronic & Electrical Equipment,171.4,-2.1,1340.9,-10.3,12.8,6.3,-74.6,0.5,166.3,-18.5,12.4,,,1939.4,-0.5
609,DEUTSCHE BORSE,Germany,Financial Services,171.0,-18.3,3326.8,,5.1,,,,1589.6,,47.8,5.2,,13850.8,-10.3
610,KUDELSKI,Switzerland,Software & Computer Services,170.9,-3.1,977.7,11.6,17.5,25.8,43.5,2.6,90.0,18.9,9.2,3.8,9.9,853.2,44.0
611,KRONES,Germany,Industrial Engineering,170.8,4.3,3391.3,6.9,5.0,56.4,-5.3,1.7,231.4,-4.9,6.8,14.4,8.2,2713.9,-9.4
612,PETROLEOS DE VENEZUELA,Venezuela,Oil & Gas Producers,170.8,143.2,39822.6,-24.1,0.4,10715.3,-37.6,26.9,854.8,-110.2,2.1,,,,
613,LENS TECHNOLOGY,China,Construction & Materials,170.5,9.5,2052.6,-11.3,8.3,398.8,-12.6,19.4,135.1,-42.3,6.6,74.2,6.6,708.6,30.2
614,ARISTOCRAT LEISURE,Australia,Travel & Leisure,170.0,19.3,1461.3,35.1,11.6,125.3,50.1,8.6,410.6,101.6,28.1,3.2,9.9,6604.1,79.8
615,ESTEE LAUDER,US,Personal Goods,169.8,-6.4,11217.2,5.0,1.5,478.1,-4.1,4.3,1792.1,8.7,16.0,46.0,0.0,18702.9,9.4
616,JXTG,Japan,Oil & Gas Producers,169.2,0.7,57059.2,-19.6,0.3,1575.7,-13.6,2.8,1853.3,-174.2,3.2,35.1,33.2,7842.0,-17.5
617,WINBOND ELECTRONICS,Taiwan,Technology Hardware & Equipment,169.0,9.3,1236.4,9.8,13.7,146.5,21.9,11.9,110.2,-10.3,8.9,,,1088.4,49.0
618,SAGE,UK,Software & Computer Services,168.1,2.0,1831.2,9.3,9.2,27.4,43.3,1.5,349.3,0.6,19.1,13.7,3.5,9137.1,40.8
619,TAKATA,Japan,Automobiles & Parts,167.0,-16.9,5381.2,-7.7,3.1,151.9,-33.6,2.8,222.8,-34.9,4.1,45.8,-9.4,274.2,-68.0
620,ENDRESS & HAUSER,Switzerland,Electronic & Electrical Equipment,167.0,4.5,2138.8,-0.9,7.8,140.1,-8.8,6.6,215.5,-14.8,10.1,13.0,0.4,,
621,KITE PHARMA,US,Pharmaceuticals & Biotechnology,166.7,197.3,21.0,28.5,792.8,19.1,-24.2,90.9,-259.2,162.8,-1232.2,0.4,141.6,2711.1,22.9
622,MTU AERO ENGINES,Germany,Aerospace & Defence,165.7,-0.9,4732.7,6.7,3.5,159.4,22.7,3.4,453.1,17.5,9.6,8.4,0.4,4770.4,16.1
623,ULTRAGENYX PHARMACEUTICAL,US,Pharmaceuticals & Biotechnology,165.6,57.4,0.1,, ,9.7,105.6,7660.1,-235.3,67.9, ,0.4,51.0,2466.2,-39.8
624,JACK HENRY & ASSOCIATES,US,Software & Computer Services,165.4,-1.8,1357.7,5.6,12.2,140.6,-10.0,10.4,345.7,6.5,25.5,6.0,1.9,6502.1,24.5
625,AAC TECHNOLOGIES HOLDINGS,China,Electronic & Electrical Equipment,165.1,38.6,2116.7,32.1,7.8,410.6,44.1,19.4,633.6,37.4,29.9,46.4,30.0,13288.9,102.6
626,VERINT SYSTEMS,US,Software & Computer Services,164.5,-5.1,1007.6,-6.0,16.3,28.3,-1.4,2.8,15.5,-78.1,1.5,5.1,2.0,2043.7,-35.0
627,HOYA,Japan,Leisure Goods,164.1,8.6,3890.0,-5.3,4.2,174.9,18.4,4.5,1711.0,-2.9,44.0,35.8,4.0,12941.9,-19.4
628,ADIDAS,Germany,Personal Goods,164.0,18.0,19291.0,13.0,0.9,586.0,26.3,3.0,1487.0,42.2,7.7,60.6,9.1,31097.1,123.4
629,HARLEY-DAVIDSON,US,Automobiles & Parts,163.5,6.9,5688.7,0.0,2.9,243.1,-1.4,4.3,995.1,-9.2,17.5,5.4,-5.3,8939.0,-18.4
630,INDRA SISTEMAS,Spain,Software & Computer Services,163.3,7.3,2709.3,-5.0,6.0,9.0,-18.4,0.3,161.8,-125.2,6.0,34.3,-7.5,1902.3,9.5
631,CHECK POINT SOFTWARE TECHNOLOGIES,Israel,Software & Computer Services,162.0,19.3,1651.9,6.8,9.8,22.8,38.6,1.4,808.5,1.5,48.9,4.3,9.8,12483.7,-8.2
632,HYUNDAI HEAVY INDUSTRIES,South Korea,Industrial Engineering,161.5,-11.7,30884.7,-15.0,0.5,944.2,-9.9,3.1,1289.7,-206.6,4.2,,,8208.7,50.3
633,ACI WORLDWIDE,US,Software & Computer Services,161.2,16.4,954.1,-3.9,16.9,59.8,29.0,6.3,210.5,71.7,22.1,4.1,-10.2,2123.1,-10.9
634,KURARAY,Japan,Chemicals,161.1,3.6,3940.8,-7.0,4.1,406.0,16.0,10.3,533.2,6.3,13.5,8.6,2.2,4260.0,3.0
635,ENI,Italy,Oil & Gas Producers,161.0,15.8,55762.0,-17.7,0.3,9067.0,-14.6,16.3,933.0,-140.6,1.7,33.5,15.4,49206.9,-7.5
636,KT,South Korea,Fixed Line Telecommunications,160.2,-9.3,17865.7,2.1,0.9,2529.5,-8.4,14.2,1131.1,11.4,6.3,,,6481.5,9.5
637,ITRON,US,Electronic & Electrical Equipment,159.6,3.6,1909.9,6.9,8.4,41.3,-0.9,2.2,137.8,218.8,7.2,7.3,-7.6,1728.0,59.2
638,TELEDYNE TECHNOLOGIES,US,Aerospace & Defence,159.1,2.4,2039.6,-6.4,7.8,83.1,86.4,4.1,240.8,-9.9,11.8,9.0,-2.5,3522.6,7.2
639,PANDORA MEDIA,US,Software & Computer Services,158.7,84.1,1313.8,19.0,12.1,85.4,180.5,6.5,-302.4,87.5,-23.0,2.5,12.1,3068.6,-15.1
640,MASTERCARD,US,Financial Services,158.4,1.2,10222.9,11.5,1.5,362.4,11.7,3.5,5614.3,18.2,54.9,11.9,5.3,98770.6,1.6
641,JSR,Japan,Chemicals,158.1,-8.5,3172.5,1.0,5.0,273.9,24.7,8.6,245.8,7.0,7.7,6.8,3.1,2778.2,-29.9
642,SONOVA,Switzerland,Health Care Equipment & Services,158.0,8.2,2233.0,15.6,7.1,91.5,18.3,4.1,394.9,5.0,17.7,14.1,29.3,8452.0,7.2
643,TOTO,Japan,Construction & Materials,157.9,1.8,4660.7,1.0,3.4,260.1,17.2,5.6,392.7,5.5,8.4,30.3,7.8,5649.3,9.9
644,YUE YUEN INDUSTRIAL,China,Personal Goods,157.8,5.9,8045.3,0.5,2.0,386.7,0.5,4.8,570.4,37.1,7.1,355.0,-13.6,6657.5,18.9
645,AMPHENOL,US,Electronic & Electrical Equipment,157.6,33.2,5963.8,12.9,2.6,181.0,10.9,3.0,1178.1,11.8,19.8,62.0,22.3,18249.3,18.8
646,HISENSE ELECTRIC,China,Household Goods & Home Construction,157.5,0.6,3882.5,1.8,4.1,39.8,-2.3,1.0,255.8,23.9,6.6,19.8,-1.9,3091.8,16.6
647,INTEGRATED DEVICE TECHNOLOGY,US,Technology Hardware & Equipment,156.6,11.2,690.9,4.4,22.7,30.3,18.0,4.4,104.7,-19.2,15.2,1.6,-8.1,2560.1,-4.2
648,IAI,Israel,Aerospace & Defence,156.5,-7.8,3393.4,-4.9,4.6,,,,-99.6,-320.1,-2.9,,,,
649,MITSUBISHI GAS CHEMICAL,Japan,Chemicals,156.5,1.7,4519.9,-6.2,3.5,262.3,11.1,5.8,346.3,31.2,7.7,8.0,-1.7,2748.8,18.2
650,NTN,Japan,Industrial Engineering,155.9,3.9,5550.1,-4.7,2.8,286.5,2.4,5.2,252.3,-31.1,4.5,24.7,2.3,1639.1,-40.0
651,UMICORE,Belgium,Industrial Metals & Mining,155.9,7.9,10443.5,0.0,1.5,207.0,1.2,2.0,259.1,-16.1,2.5,10.2,-25.9,5929.3,48.5
652,VOESTALPINE,Austria,Industrial Metals & Mining,155.4,6.8,11294.5,2.0,1.4,1068.1,-16.8,9.5,821.5,-6.4,7.3,47.2,1.6,5190.7,-9.0
653,MERZ,Germany,Pharmaceuticals & Biotechnology,155.1,6.6,1134.2,8.5,13.7,,,,98.8,-58.8,8.7,3.3,4.0,,
654,ALLIED IRISH BANKS,Ireland,Banks,155.0,30.3,2954.0,10.4,5.2,55.0,-38.2,1.9,1682.0,-12.1,56.9,10.4,1.7,16286.3,-60.1
655,NINGBO JOYSON ELECTRONIC,China,Automobiles & Parts,154.7,114.4,2489.8,133.7,6.2,274.6,135.9,11.0,172.8,119.2,6.9,24.1,163.8,2912.5,84.3
656,OLD MUTUAL,UK,Life Insurance,154.1,83.3,,,,138.9,-21.2,,,,,68.5,7.0,11167.0,-3.0
657,PEARSON,UK,Media,154.1,5.6,5312.5,-4.8,2.9,102.7,2.3,1.9,-2885.0,594.4,-54.3,32.7,-17.3,8304.2,-23.5
658,SNCF,France,Industrial Transportation,154.0,17.6,30517.0,4.2,0.5,2585.0,11.3,8.5,954.0,23.4,3.1,193.7,-1.2,,
659,SS&C TECHNOLOGIES,US,Software & Computer Services,154.0,41.5,1405.4,48.1,11.0,35.6,110.1,2.5,273.9,75.2,19.5,8.0,31.4,6287.3,1.2
660,SANY HEAVY INDUSTRY,China,Industrial Engineering,153.5,-6.1,3078.7,-0.6,5.0,96.2,-53.8,3.1,191.3,-12.2,6.2,13.8,-14.6,5483.5,-23.3
661,JAZZ PHARMACEUTICALS,Ireland,Pharmaceuticals & Biotechnology,153.3,46.5,1411.6,12.3,10.9,7.4,-78.2,0.5,561.3,16.4,39.8,1.0,14.3,7111.0,-27.6
662,RSA INSURANCE,UK,Nonlife Insurance,152.9,156.9,7281.3,4.8,2.1,29.2,78.6,0.4,,,,14.4,-21.5,5899.0,-3.3
663,COBHAM,UK,Aerospace & Defence,152.3,-5.4,2268.7,-6.2,6.7,96.6,-15.3,4.3,-909.3,-7450.0,-40.1,10.9,-13.0,3223.0,-19.3
664,SINOPEC ENGINEERING,China,"Oil Equipment, Services & Distribution",151.9,-6.1,5374.9,-13.5,2.8,50.8,42.3,0.9,179.2,-63.7,3.3,19.4,1.7,1149.2,-3.9
665,ARCONIC,US,Industrial Metals & Mining,151.8,-32.8,11757.9,-0.2,1.3,1067.3,-4.7,9.1,924.0,15.7,7.9,41.5,-30.8,12578.5,14.8
666,58.COM,China,Software & Computer Services,151.5,31.6,1036.4,69.5,14.6,29.0,-83.1,2.8,27.8,-112.9,2.7,23.1,,6221.2,24.6
667,WEATHERFORD INTERNATIONAL,Ireland,"Oil Equipment, Services & Distribution",150.8,-31.2,5453.9,-39.1,2.8,193.5,-70.1,3.5,-1507.4,81.2,-27.6,30.0,-24.1,4650.4,-37.7
668,SIKA,Switzerland,Chemicals,150.4,0.5,5357.3,4.7,2.8,139.3,10.3,2.6,741.3,18.1,13.8,17.4,0.8,9395.1,46.4
669,ULTIMATE SOFTWARE,US,Software & Computer Services,150.4,32.2,741.2,26.4,20.3,65.9,37.1,8.9,39.5,-3.8,5.3,3.7,30.1,5736.0,20.0
670,CREE,US,Technology Hardware & Equipment,150.4,-6.1,1397.4,-8.9,10.8,94.2,-26.1,6.7,-29.6,197.7,-2.1,6.0,-3.2,2297.1,-13.7
671,NCSOFT,South Korea,Software & Computer Services,149.3,11.9,772.6,17.3,19.3,15.3,3.7,2.0,258.3,38.4,33.4,,,4651.0,23.6
672,NEWMARKET,US,Chemicals,148.9,-0.8,1944.3,-4.3,7.7,135.5,12.9,7.0,344.1,1.7,17.7,2.0,1.0,4877.7,8.0
673,ASTON MARTIN UK,UK,Automobiles & Parts,148.6,-4.0,692.6,16.3,21.5,79.7,77.3,11.5,-37.7,-44.5,-5.4,1.5,1.3,,
674,SHISEIDO,Japan,Personal Goods,148.3,61.6,6906.4,11.4,2.1,254.8,85.1,3.7,297.5,-2.3,4.3,36.5,8.2,8450.4,2.2
675,SHANGHAI TUNNEL ENGINEERING,China,Construction & Materials,148.3,1.7,3909.3,10.1,3.8,267.3,25.0,6.8,178.1,67.4,4.6,9.7,7.2,4206.0,-11.3
676,FIT HON TENG,China,Electronic & Electrical Equipment,148.1,39.0,2732.4,23.7,5.4,188.1,42.9,6.9,166.4,7.9,6.1,,,,
677,DEXCOM,US,Health Care Equipment & Services,148.1,14.6,543.9,42.6,27.2,52.8,67.3,9.7,-60.6,11.9,-11.1,2.3,52.4,7248.8,1.4
678,VISMA,Norway,Software & Computer Services,147.7,12.4,864.5,-5.8,17.1,6.3,12.1,0.7,127.2,-0.3,14.7,,,,
679,EBERSPAECHER,Germany,Automobiles & Parts,147.3,-1.5,4623.6,5.8,3.2,,,,127.7,1.0,2.8,9.1,8.3,,
680,KION,Germany,Industrial Engineering,147.1,12.6,5587.2,9.6,2.6,166.7,16.9,3.0,438.5,1.4,7.8,30.5,29.9,5570.0,41.9
681,YASKAWA ELECTRIC,Japan,Electronic & Electrical Equipment,146.0,6.9,3207.3,-4.0,4.6,123.1,-26.6,3.8,241.2,-19.2,7.5,11.8,3.1,3301.2,11.2
682,DNB,Norway,Banks,145.7,14.7,5741.0,-3.4,2.5,287.7,-3.3,5.0,2573.9,-26.6,44.8,11.5,0.7,18158.8,-14.4
683,EAST JAPAN RAILWAY,Japan,Travel & Leisure,145.5,6.1,23398.5,0.5,0.6,4724.5,8.1,20.2,3733.8,-3.8,16.0,73.1,0.0,28022.9,-21.6
684,YELP,US,Media,144.9,27.8,676.5,29.7,21.4,35.4,-14.1,5.2,-1.4,-92.9,-0.2,4.3,11.2,2864.1,58.5
685,SCREEN HOLDINGS,Japan,Technology Hardware & Equipment,144.5,17.3,2438.6,15.6,5.9,44.6,0.7,1.8,258.9,36.6,10.6,5.4,4.6,2766.3,130.4
